Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Finland,FIN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,90.51232147,90.722134397,90.931947324,91.141760251,91.351573178,91.561386105,91.771199032,91.981011959,92.190824886,92.400637813,92.61045074,92.82170164423088,93.03343442652394,93.24565018607666,93.45835002459388,93.67153504629353,93.88520635791234,94.09936506871155,94.31401229048274,94.52914913755352,94.74477672679339,94.9608961776195,95.1775086120025,95.39461515447228,95.61221693212387,95.83031507462331,96.04891071421349,96.26800498572001,96.48759902655704,96.70769397673338,96.92829097885816,97.14939117814693,97.3709957224276,97.59310576214625,97.81572245037331,98.0388469428094,98.26248039779135,98.48662397629826,98.71127884195757,98.93644616105088,99.16212710252033,99.38832283797437
Greenland,GRL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,97.79447174,97.855024719,97.915577698,97.976130677,98.036683656,98.097236635,98.157789614,98.218342593,98.278895572,98.339448551,98.40000153,98.46066655038628,98.52136897163274,98.58210881679753,98.64288610895309,98.70370087118597,98.76455312659702,98.82544289830135,98.88637020942828,98.94733508312142,99.0083375425386,99.06937761085202,99.13045531124806,99.19157066692743,99.25272370110521,99.3139144370107,99.37514289788757,99.43640910699378,99.49771308760172,99.55905486299801,99.6204344564837,99.6818518913742,99.74330719099926,99.80480037870304,99.8663314778441,99.9279005117954,99.98950750394425,100.05115247769247,100.11283545645625,100.1745564636662,100.23631552276747,100.29811265721955,100.35994789049649,100.4218212460867,100.48373274749316,100.54568241823334,100.60767028183916,100.6696963618571,100.73176068184812,100.79386326538767,100.85600413606583,100.91818331748718,100.9804008332708
Guam,GUM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,96.42064667,96.715496828,97.010346986,97.305197144,97.600047302,97.89489746,98.189747618,98.484597776,98.779447934,99.074298092,99.36914825,99.66665197107812,99.96504639581644,100.26433419091437,100.56451803105531,100.86560059893037,101.1675845852625,101.47047268883043,101.77426761649282,102.07897208321253,102.38458881208076,102.69112053434142,102.99856998941561,103.30693992492604,103.61623309672156,103.92645226890183,104.23760021384204,104.54967971221765,104.86269355302927,105.17664453362754,105.49153545973816,105.80736914548699,106.1241484134251,106.44187609455415,106.76055502835156,107.08018806279595,107.40077805439255,107.72232786819875,108.04484037784971,108.36831846558408,108.69276502226967,109.01818294742932,109.34457514926684
Guatemala,GTM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,19.95825005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,34.73469162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,98.85829163,98.882462314,98.906632998,98.930803682,98.954974366,98.97914505,99.003315734,99.027486418,99.051657102,99.075827786,99.09999847,99.12418685566408,99.1483811452435,99.1725813401793,99.19678744191283,99.22099945188587,99.24521737154049,99.26944120231909,99.29367094566452,99.31790660301988,99.3421481758287,99.36639566553477,99.39064907358237,99.41490840141597,99.43917365048054,99.46344482222132,99.4877219180839,99.51200493951426,99.5362938879587,99.56058876486394,99.58488957167692,99.60919630984507,99.63350898081612,99.65782758603814,99.68215212695955,99.70648260502915,99.73081902169608,99.75516137840988,99.77950967662034,99.80386391777769,99.82822410333246,99.85259023473562,99.8769623134384
Iceland,ISL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,40.76359177,41.509439472,42.255287174,43.001134876,43.746982578,44.49283028,45.238677982,45.984525684,46.730373386,47.476221088,48.22206879,49.00462029319167,49.79987110337106,50.60802730588504,51.42929833044959,52.263897005422486,53.11203961295676,53.973945945049124,54.849839360498,55.739946842785876,56.6444990589009,57.56373041911318,58.49787913772099,59.447187294782914,60.411900898851606,61.392269950725755,62.388548508236575,63.40099475208564,64.42987105275112,65.47544403847984,66.53798466438263,67.61776828265108,68.7150747139137,69.83018831974994,70.96339807638132,72.114997649558,73.28528547066094,74.47456481403886,75.68314387560035,76.91133585268126,78.15945902520836,79.42783683817991
Indonesia,IDN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,67.31266785,68.733386233,70.154104616,71.57482299899999,72.995541382,74.416259765,75.836978148,77.257696531,78.678414914,80.09913329700001,81.51985168,83.01996336180754,84.54767979278375,86.10350894989193,87.68796815778377,89.30158426081368,90.94489379821844,92.61844318252042,94.32278888121375,96.05849760179387,97.82614648019198,99.62632327267693,101.45962655128854,103.32666590286722,105.22806213174607,107.16444746617287,109.13646576853071,111.14477274942683,113.19003618572138,115.27293614256804,117.39416519954074,119.55442868092142,121.75444489022564,123.99494534904368,126.27667504027693,128.60039265585016,130.96687084898218,133.3768964910987,135.83127093347295,138.33081027368078,140.87634562695916,143.46872340255814,146.10880558517812
"Iran, Islamic Rep.",IRN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,36.51839828,38.098534389,39.678670498,41.258806607,42.838942716,44.419078825,45.999214934,47.579351043,49.159487152,50.739623261,52.31975937,54.962088014,57.604416658,60.246745302,62.889073946,65.53140259,68.55008471735255,71.70782142656734,75.01101822041711,78.46637566901602,82.08090300199784,85.86193232681347,89.81713350198957,93.95452969551876,98.28251365994191,102.8098647571367,107.5457667673473,112.4998265185811,117.68209337416228,123.1030796179731,128.77378177873442,134.70570293658224,140.91087605718891,147.40188840076323,154.19190705544253,161.29470564687233,168.7246922781535,176.496938756834,184.627211168232,193.13200185710912,202.02856288256837,211.33494101404142,221.07001433935343,231.25353055912706,241.90614704520456,253.0494727443482,264.7061120122207
Iraq,IRQ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,91.75141144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,96.46054077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,66.79680634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5293808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,59.56438828,61.155043034,62.745697788,64.336352542,65.927007296,67.51766205,68.912303162,70.306944274,71.70158538599999,73.096226498,74.49086761,75.9696673768065,77.47782441679925,79.0159215333491,80.58455309969472,82.18432528862861,83.81585630674309,85.47977663332631,87.1767292640011,88.90736995920024,90.67236749757494,92.47240393443349,94.30817486531093,96.18038969477072,98.08977191054306,100.03705936310513,102.02300455081172,104.04837491068635,106.1139531149851,108.22053737364783,110.36894174275389,112.55999643910106,114.7945481610297,117.07346041561591,119.39761385236018,121.76790660350032,124.18525463108054,126.65059208091036,129.16487164355053,131.72906492246506,134.34416280948213,137.01117586770846,139.73113472204528,142.5050904574572,145.3341150251471,148.2193016567949,151.1617652870194,154.16264298422715
Kyrgyz Republic,KGZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.45230103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,32.10676956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,60.16439056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.44126892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,90.37818146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.53665161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,69.5163269,70.73442146636363,71.95251603272727,73.1706105990909,74.38870516545454,75.60679973181819,76.82489429818182,78.04298886454546,79.2610834309091,80.47917799727273,81.69727256363637,82.91536713,84.19022358906427,85.48468146879969,86.79904214877696,88.13361164239647,89.48870066813532,90.86462472188968,92.26170415042954,93.68026422598271,95.1206352219658,96.58315248987938,98.06815653738558,99.57599310758603,101.10701325951894,102.66157344989357,104.24003561608163,105.84276726038462,107.47014153559682,109.12253733188383,110.80033936499696,112.50393826584379,114.23373067143618,115.99011931723639,117.7735131309232,119.58432732759972,121.42298350646485,123.28990974897151,125.18554071849367,127.11031776152603,129.0646890104397,131.04910948781762,133.06404121239436
Maldives,MDV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,82.29995728,83.54121876125001,84.7824802425,86.02374172374999,87.265003205,88.50626468625,89.7475261675,90.98878764875,92.23004913,92.987690732,93.745332334,94.502973936,95.260615538,96.01825714,96.79436971855097,97.57675559087468,98.36546546380907,99.16055045405392,99.96206209148363,100.77005232248705,101.584573513334,102.40567845356927,103.23342035943388,104.06785287731407,104.90903008721811,105.75700650628137,106.61183709229945,107.47357724729017,108.34228282108403,109.2180101149441,110.10081588521466,110.99075734699987,111.88789217787173,112.7922785216083,113.70397499196191,114.62304067645812,115.54953514022505,116.48351842985389,117.4250510772906,118.37419410375895,119.33100902371537,120.29555784883564,121.26790309203413,122.24810777151502,123.23623541485674,124.23235006312912
Mali,MLI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,9.433810234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,86.92984009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,MHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.86865997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,82.98924255,83.445933529,83.902624508,84.359315487,84.816006466,85.272697445,85.72938842399999,86.186079403,86.642770382,87.099461361,87.55615234,88.02012924791494,88.48656485879162,88.95547220177045,89.42686437503563,89.90075454618129,90.37715595257912,90.85608190174815,91.33754577172661,91.82156101144547,92.30814114110416,92.79729975254831,93.28905050964927,93.78340714868598,94.28038347872848,94.77999338202378,95.28225081438356,95.78716980557404,96.2947644597079,96.8050489556382,97.31803754735446,97.83374456438088,98.35218441217653,98.87337157253778,99.39732060400284,99.92404614225845,100.4535629005486,100.98588567008564,101.5210293204634,102.05900880007252,102.59983913651809,103.14353543703932,103.69011288893164
"Micronesia, Fed. Sts.",FSM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.37754822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,89.63529968,90.018043516,90.400787352,90.783531188,91.166275024,91.54901886,91.931762696,92.314506532,92.697250368,93.079994204,93.46273804,93.85025586519664,94.23938042766628,94.63011838930802,95.0224764396428,95.41646129592777,95.81207970327135,96.2093384347488,96.60824429151799,97.008804102936,97.41102472667598,97.81491304884457,98.2204759840997,98.6277204757692,99.03665349596933,99.44728204572448,99.85961315508682,100.27365388325673,100.68941131870366,101.10689257928748,101.52610481238028,101.9470551949888,102.36975093387734,102.79419926569102,103.22040745707977,103.64838280482273,104.07813263595311,104.50966430788371,104.94298520853278,105.3781027564506,105.81502440094653,106.2537576222163
Morocco,MAR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,30.25779915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,26.99770927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,78.57041168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.81658173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,20.57366943,21.813861462,23.054053494,24.294245526,25.534437558,26.77462959,28.014821622,29.255013654,30.495205686,31.735397718,32.97558975,34.378561522021535,35.8412238047515,37.36611617677565,38.955886264999585,40.613294341647425,42.34121811684339,44.142657735097316,46.020740984369596,47.97872872675971,50.02002056024762,52.14816072131826,54.366844238717725,56.67992334902576,59.091414185183666,61.605503749590795,64.22655718387676,66.95912534797172,69.80795272163397,72.7779856421541,75.8743808925387,79.10251465508475,82.46799184589082,85.97665584651229,89.63459864965706,93.44817143653795,97.4239956042465,101.56897426229486,105.89030421828697,110.39548847352927,115.09234925027674,119.98904157323307
Netherlands,NLD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,91.30036926,91.43731219692307,91.57425513384617,91.71119807076924,91.8481410076923,91.98508394461538,92.12202688153846,92.25896981846154,92.3959127553846,92.53285569230768,92.66979862923075,92.80674156615385,92.94368450307692,93.08062744,93.21817808058185,93.35593198772138,93.49388946179731,93.63205080363237,93.77041631449374,93.90898629609383,94.04776105059089,94.18674088058975,94.32592608914234,94.46531697974845,94.6049138563564,94.74471702336365,94.88472678561746,95.02494344841561,95.16536731750706,95.30599869909256,95.4468378998253,95.58788522681175,95.72914098761211,95.87060549024113,96.01227904316872,96.15416195532059,96.29625453607905,96.43855709528351,96.58106994323134,96.72379339067841,96.86672774883979,97.00987332939047,97.15323044446605,97.29679940666331,97.4405805290411,97.58457412512077,97.72878050888703
New Zealand,NZL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.44675064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,25.72518921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palau,PLW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,91.92141724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
