Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Panama,PAN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,88.0717392,88.142551425,88.21336364999999,88.284175875,88.3549881,88.425800325,88.49661255,88.56742477499999,88.638237,88.709049225,88.77986145,88.85084361503367,88.92188253243968,88.99297824759324,89.06413080590589,89.13534025282539,89.20660663383593,89.277929994458,89.34931038024855,89.42074783680087,89.49224240974478,89.56379414474652,89.63540308750888,89.70706928377122,89.77879277930937,89.85057361993587,89.92241185149983,89.994307519887,90.06626067101988,90.13827135085764,90.2103396053962,90.28246548066825,90.35464902274333,90.42689027772776,90.49918929176475,90.5715461110344,90.64396078175373,90.71643335017667,90.78896386259424,90.86155236533435,90.93419890476204,91.00690352727938,91.07966627932551
Papua New Guinea,PNG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,78.45861053,79.639931484,80.821252438,82.002573392,83.183894346,84.3652153,85.546536254,86.727857208,87.909178162,89.090499116,90.27182007,91.50186992085125,92.74868051314323,94.01248022985854,95.29350056594151,96.59197617070205,97.90814489079729,99.24224781379873,100.59452931235326,101.9652370889458,103.35462222127182,104.76293920822833,106.19044601653123,107.63740412796814,109.10407858729505,110.5907380507854,112.09765483544103,113.62510496887344,115.17336823986479,116.74272824961783,118.33347246370433,119.94589226472107,121.5802830056636,123.23694406402714,124.9161788966446,126.61829509527199,128.34360444293117,130.09242297102023,131.86507101720224,133.66187328408265,135.48315889868636
Peru,PER,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,81.91845703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,83.31723022,84.34289703,85.36856384,86.39423065,87.41989746,88.44556427,89.47123108,90.49689789,91.5225647,92.54823151,93.57389832,94.63471158072561,95.70755089566435,96.79255259982006,97.88985457377689,98.99959626122101,100.1219186866611,101.25696447334924,102.40487786140558,103.56580472614802,104.7398925966299,105.9272906743878,107.12814985240188,108.34262273427109,109.57086365360598,110.81302869364109,112.06927570706979,113.33976433610412,114.62465603276178,115.92411407938327,117.23830360938166,118.56739162822747,119.91154703467149,121.27094064220822,122.64574520078273,124.03613541874329,125.44228798504328,126.8643815916944,128.30259695647482,129.75711684589433,131.22812609842035,132.71581164796663,134.2203625476488
Poland,POL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,98.74273682,98.798463443,98.854190066,98.909916689,98.965643312,99.021369935,99.077096558,99.132823181,99.188549804,99.244276427,99.30000305,99.35582368693538,99.41167570295849,99.46755911570884,99.52347394283579,99.57942020199869,99.63539791086674,99.69140708711917,99.7474477484451,99.80351991254356,99.85962359712357,99.91575881990408,99.97192559861406,100.02812395099238,100.0843538947879,100.14061544775944,100.19690862767588,100.25323345231598,100.3095899394686,100.36597810693247,100.42239797251645,100.4788495540394,100.53533286933009,100.59184793622744,100.64839477258029,100.70497339624762,100.76158382509834,100.8182260770115,100.87490016987613,100.93160612159137,100.98834395006637,101.04511367322038,101.10191530898275,101.15874887529284,101.21561439010016
Portugal,PRT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,79.43560791,80.286832428,81.138056946,81.989281464,82.840505982,83.6917305,84.542955018,85.394179536,86.24540405399999,87.096628572,87.94785309,88.82470736541701,89.71030401933793,90.60473021468597,91.50807398341277,92.42042423516277,93.3418707660238,94.27250426736526,95.21241633476409,96.16169947701984,97.12044712525979,98.08875364213462,99.0667143311058,100.0544254458257,101.05198419961116,102.05948877501139,103.0770383334715,104.10473302509217,105.14267399848676,106.19096341073661,107.24970443744557,108.31900128289499,109.39895919029964,110.48968445216613,111.59128442075452,112.70386751864416,113.82754324940505,114.96242220837539,116.10861609354679,117.2662377165578,118.43540101379722,119.61622105761799
Puerto Rico,PRI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,86.74606323,87.033706663,87.321350096,87.608993529,87.896636962,88.184280395,88.471923828,88.759567261,89.047210694,89.334854127,89.62249756,89.9129435948798,90.20433089898857,90.49666252276482,90.78994152653279,91.08417098053451,91.37935396496204,91.67549356998958,91.97259289580592,92.27065505264683,92.5696831608276,92.86968035077582,93.17064976306406,93.47259454844276,93.7755178678732,94.07942289256067,94.38431280398754,94.69019079394671,94.99706006457491,95.30492382838624,95.61378530830588,95.92364773770375,96.23451436042838,96.54638843084085,96.85927321384892,97.17317198494118,97.48808803022126,97.80402464644236,98.12098514104171,98.43897283217512,98.75799104875188,99.07804313046944,99.39913242784849
Qatar,QAT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,75.63504028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.7099762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.98605347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,38.24343109,39.75189707692308,41.26036306384616,42.76882905076923,44.27729503769231,45.78576102461538,47.29422701153846,48.80269299846154,50.311158985384616,51.81962497230769,53.32809095923077,54.83655694615385,56.34502293307692,57.85348892,59.49258857624868,61.178127051197286,62.91142004512925,64.69382053462573,66.52671982867437,68.41154865469935,70.34977827536088,72.34292163699575,74.39253455059539,76.50021690624317,78.66761392195927,80.89641742792745,83.18836718710656,85.54525225325747,87.96891236744548,90.46123939410822,93.02417879781035,95.6597311618372,98.36995374981329,101.15696211156444,104.02293173447696,106.97009974164304,110.00076663811781,113.11729810665125,116.32212685429649,119.61775451133622,123.00675358400909,126.49176946256078,130.0755224861869,133.7608100664796,137.5505088710355
Samoa,WSM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.94432831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,57.32426071,58.916076277,60.507891844,62.099707411,63.691522978,65.28333854499999,66.87515411199999,68.466969679,70.058785246,71.650600813,73.24241638,74.94710246891826,76.69146440149898,78.47642561612794,80.3029310438267,82.17194760848437,84.08446473873234,86.04149489173253,88.04407408915674,90.09326246564041,92.19014483000186,94.33583123952315,96.53145758759744,98.77818620505354,101.07720647547589,103.42973546484596,105.8370185658383,108.30033015711228,110.8209742779485,113.40028531858717,116.03962872663377,118.74040172990608,121.504034076105,124.33198878970107,127.22576294643713,130.18688846585715,133.21693292228093,136.3175003746538,139.49023221571085,142.73680804090483,146.05894653755843,149.45840639471058
Saudi Arabia,SAU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.82164764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.86885071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.22921753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,82.90605164,83.525046543,84.144041446,84.763036349,85.382031252,86.001026155,86.62002105799999,87.23901596099999,87.858010864,88.477005767,89.09600067,89.72823526868883,90.36495627063678,91.00619551183357,91.65198505418051,92.3023571870935,92.95734442911753,93.61697952955265,94.28129547009137,94.95032546646772,95.6241029701181,96.30266166985388,96.98603549354569,97.67425860981999,98.3673654297673,99.065390608663,99.7683690476998,100.47633589573311,101.18932655103818,101.9073766630802,102.63052213429671,103.35879912189277,104.09224403964868,104.83089355974086,105.5747846145753,106.32395439863419,107.07844037033578,107.83828025390713,108.6035120412704,109.37417399394242,110.15030464494781,110.93194280074555,111.71912754316931
Sint Maarten (Dutch part),SXM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.52452087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,5.404650211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,76.20049286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,92.80976868,93.178289035,93.54680939,93.915329745,94.2838501,94.652370455,95.02089081,95.389411165,95.75793152,96.126451875,96.49497223,96.8677748559782,97.24201778288321,97.6177065752326,97.99484681904212,98.37344412190879,98.75350411309417,99.1350324436082,99.51803478629316,99.90251683590802,100.28848430921309,100.6759429450551,101.0648985044524,101.45535677068078,101.84732354935927,102.24080466853667,102.63580597877802,103.03233335325176,103.43039268781686,103.82998990111071,104.2311309346369,104.63382175285373,105.03806834326284,105.44387671649818,105.85125290641545,106.26020297018184,106.67073298836597,107.08284906502844,107.4965573278125,107.9118639280352,108.32877504077881,108.74729686498269
Sri Lanka,LKA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,86.77792358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,95.63215637,95.758940886,95.885725402,96.012509918,96.139294434,96.26607895,96.392863466,96.519647982,96.646432498,96.773217014,96.90000153,97.02728610311135,97.15473787294403,97.28235705912199,97.41014388155774,97.53809856045257,97.66622131629708,97.79451236987147,97.92297194224598,98.05160025478119,98.18039752912851,98.30936398723047,98.43849985132113,98.5678053439265,98.69728068786486,98.8269261062472,98.95674182247758,99.08672806025349,99.2168850435663,99.34721299670154,99.47771214423948,99.60838271105523,99.73922492231944,99.87023900349841,100.00142518035469,100.13278367894738,100.26431472563245,100.39601854706329,100.52789537019096,100.65994542226464,100.79216893083209,100.92456612373981,101.05713722913379,101.18988247545954,101.32280209146275,101.45589630618952,101.58916534898685,101.722609449503,101.85622883768788,101.99002374379346,102.1239943983742,102.25814103228728,102.39246387669327
Sudan,SDN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,55.65449905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.69402313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.11380005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,87.98175812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,99.59246063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,94.97032166,95.16714478,95.3639679,95.56079102,95.75761414,95.95443726,96.15126038,96.3480835,96.54490662,96.74172974,96.93855286,97.13658386360073,97.33501941500242,97.5338603406359,97.73310746862019,97.93276162876619,98.1328236525798,98.33329437326573,98.53417462573069,98.73546524658703,98.93716707415614,99.13928094847202,99.34180771128469,99.54474820606377,99.74810327800198,99.95187377401855,100.15606054276297,100.36066443461831,100.56568630170486,100.77112699788366,100.97698737876007,101.18326830168733,101.38997062577015,101.59709521186818,101.80464292259978,102.01261462234541,102.22101117725143,102.42983345523352,102.63908232598045,102.84875866095759,103.05886333341061,103.26939721836908,103.48036119265011
Tunisia,TUN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,48.19070053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkiye,TUR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,61.62768173,62.441014098,63.254346466,64.067678834,64.881011202,65.69434357,67.749122622,69.803901674,71.858680726,73.913459778,75.96823883,76.621081542,77.27392425400001,77.926766966,78.57960967800001,79.23245239,79.90193715356196,80.5770788144573,81.2579251713652,81.94452442684593,82.63692519075349,83.335176483677,84.03932774041142,84.7494288134573,85.46552997655029,86.1876819282204,86.91593579538142,87.65034313695047,88.39095594749844,89.13782666093095,89.89100815420065,90.65055375105078,91.41651722579036,92.18895280710136,92.96791518187793,93.75345949909817,94.54564137372851,95.34451689066118,96.15014260868489,96.96257556448911,97.7818732767021,98.60809374996312,99.44129547902915,100.28153745291604,101.12887915907493,101.98338058760378,102.8451022354946,103.71410511091645
Turkmenistan,TKM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.10737991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,53.51488113,55.286922833,57.058964536,58.831006239,60.603047942,62.375089645,64.147131348,65.919173051,67.691214754,69.463256457,71.23529816,73.15302261223627,75.12237409727366,77.14474246573059,79.22155498437425,81.35427734340024,83.54441469082916,85.79351269475009,88.10315863416095,90.47498251917494,92.9106582413845,95.41190475519386,97.98048729095441,100.6182186007589,103.32696023777332,106.10862387001019,108.96517262946948,111.89862249759985,114.91104372805802,118.00456230777009,121.18136145732598,124.44368317176625,127.79382980284817,131.23416568390797,134.7671187984662,138.3951824937533,142.12091724036523,145.94695243929047,149.87598827758438,153.91079763399964,158.05422803591864,162.30920366896805,166.67872744073432,171.16588310003647,175.7738374132518,180.5058423992305,185.36523762437585,190.35545255951118
United Kingdom,GBR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,93.86106873,94.012960056,94.164851382,94.316742708,94.468634034,94.62052536,94.772416686,94.924308012,95.076199338,95.228090664,95.37998199,95.53260323560048,95.6854686964348,95.83857876328139,95.99193382754387,96.14553428125221,96.29938051706367,96.45347292826384,96.60781190876759,96.7623978531201,96.91723115649796,97.07231221470998,97.2276414241984,97.3832191820398,97.53904588594611,97.69512193426573,97.85144772598437,98.00802366072625,98.16485013875503,98.32192756097483,98.47925632893127,98.63683684481252,98.7946695114503,98.95275473232091,99.11109291154628,99.26968445389495,99.42852976478324,99.58762925027605,99.7469833170882,99.90659237258517,100.06645682478437,100.22657708235609,100.38695355462448,100.54758665156876,100.7084767838241,100.86962436268279,101.03102980009518,101.1926935086709
Uzbekistan,UZB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,VUT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,52.87392044,53.939136504,55.004352568,56.069568632,57.134784696,58.20000076,59.32795035414262,60.47776026220815,61.64985414969305,62.84466389297557,64.06262973844733,65.30420046472908,66.56983354803008,67.85999533071255,69.1751611931227,70.51581572875219,71.88245292279407,73.27557633415951,74.69569928102186,76.14334502995686,77.6190469887484,79.12334890293099,80.65680505614128,82.21998047435265,83.81345113406782,85.43780417454644,87.0936381141458,88.78156307085426,90.50220098709882,92.25618585890953,94.04416396952534,95.86679412752721,97.72474790958657,99.61870990791813,101.54937798252878,103.51746351835497,105.52369168738365,107.56880171585327,109.65354715663331,111.77869616688263,113.94503179108901,116.15335224959422,118.40447123271079,120.69921820053897
"Venezuela, RB",VEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,84.73220062,85.29809485333334,85.86398908666666,86.42988332,86.99577755333334,87.56167178666666,88.12756602,88.69346025333334,89.25935448666667,89.82524872,90.40209186953547,90.9826394120329,91.5669151365019,92.15494298472122,92.74674705221979,93.34235158926417,93.94178100185214,94.54505985271284,95.1522128623133,95.76326490987132,96.37824103437505,96.9971664356089,97.62006647518623,98.24696667758856,98.87789273121146,99.51287048941724,100.15192597159425,100.79508536422317,101.44237502194999,102.09382146866594,102.74945139859433,103.40929167738456,104.07336934321273,104.74171160788981,105.41434585797653,106.0912996559057,106.77260074111156,107.45827703116655,108.14835662292515,108.84286779367532,109.54183900229715,110.24529889042905
Viet Nam,VNM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,83.82594299,84.202993772,84.580044554,84.957095336,85.33414611799999,85.7111969,86.088247682,86.465298464,86.842349246,87.219400028,87.59645081,87.97844875680454,88.36211255228234,88.74744946100594,89.13446677922786,89.52317183501874,89.91357198840606,90.30567463151353,90.69948718870106,91.09501711670535,91.492271904781,91.89125907484248,92.29198618160633,92.69446081273448,93.09869058897762,93.50468316431974,93.91244622612295,94.32198749527305,94.73331472632573,95.14643570765337,95.56135826159259,95.97809024459222,96.39663954736227,96.81701409502314,97.23922184725576,97.66327079845236,98.0891689778677,98.5169244497713,98.9465453135999,99.37803970411103,99.81141579153692,100.24668178173923,100.68384591636442,101.12291647299988
Virgin Islands (U.S.),VIR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,ZMB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99828339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,ZWE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,77.79416656,78.36600799099999,78.937849422,79.509690853,80.08153228399999,80.65337371499999,81.225215146,81.79705657699999,82.36889800799999,82.940739439,83.51258087,84.09647257164741,84.68444664646184,85.27653163701486,85.87275628543803,86.47314953481812,87.07774053060226,87.6865586220126,88.29963336347116,88.91699451603448,89.5386720488383,90.16469614055244,90.79509718084577,91.42990577186143,92.0691527297024,92.7128690859274,93.36108608905731,94.0138352060921,94.67114812403838,95.33305675144757,95.99959321996482,96.67078988588898,97.34667933174309,98.02729436785621,98.71266803395616,99.40283360077326,100.0978245716556,100.79767468419527,101.50241791186625,102.21208846567349,102.9267207958138
