Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Middle East & North Africa (excluding high income),MNA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.418737076,0.305502034,0.374507151,1.058315711,0.709752436,0.578938985,0.207056064,0.463422493,0.8799106,0.690995318,0.517506504,0.512843684,0.202495157,0.208216506,0.292826493,0.347942315,0.289046375,0.231015237,0.425665336,0.44126369,0.137034642,0.533728286,1.004581582,0.900847,0.725041679,0.325400104,0.401042949,1.066939935,0.872463836,0.770460626,0.955006516,1.32445554,1.601931283,1.947875797,1.550217425,2.253717716,3.234022222,2.930990033,2.514128904,2.119518464,1.633275121,1.016165958,1.335927451,1.040125089,0.488440296,0.638235021,0.933131545,1.146683461,1.11133225,1.004795833,0.805631876,0.649459936,0.959933171
Middle East & North Africa (IDA & IBRD countries),TMN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.418737076,0.305502034,0.374507151,1.058315711,0.709752436,0.578938985,0.207056064,0.463422493,0.8799106,0.690995318,0.517506504,0.512843684,0.202495157,0.208216506,0.292826493,0.347942315,0.289046375,0.231015237,0.425665336,0.44126369,0.137034642,0.533728286,1.004581582,0.900847,0.725041679,0.294615589,0.36258401,1.039550081,0.834903378,0.736742439,0.951093983,1.330743819,1.610987472,1.95910384,1.55768071,2.263585431,3.250498641,2.944194593,2.523517868,2.110099338,1.631892728,1.008464124,1.341783859,1.037042849,0.482602658,0.637116133,0.922583362,1.146751756,1.109147056,1.007738123,0.809293243,0.632805667,0.956799177
Middle income,MIC,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.848518431,0.829751522,0.607626044,0.821392244,0.795339315,0.780918194,0.49694527,0.414204637,0.521168603,0.382183091,0.359864662,0.508925205,0.420616115,0.446665709,0.409060016,0.525380041,0.497824714,0.501204021,0.696432222,0.737649612,0.656892478,0.962908432,1.10916764,1.435391824,1.834062395,1.824920954,2.053002405,2.494587763,2.525695818,2.888138389,2.396765485,2.631059733,2.429183944,2.264948002,2.547876303,3.011740286,3.298436822,3.724993786,3.580170846,2.539622403,3.046391707,2.986969019,2.586265136,2.701866023,2.262987657,2.263751922,2.038180979,1.833659043,1.918064172,1.743423876,1.71845622,2.092648751,1.394647281
North America,NAC,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.262344393,0.240681948,0.242778792,0.32845925,0.425716311,0.306357802,0.257642305,0.274255101,0.359405086,0.465227946,0.720072382,0.74961766,0.582764234,0.40540614,0.703298378,0.231378925,0.678728286,1.358312449,1.115705366,1.336035239,1.214042415,0.562193916,0.524662526,0.731531252,0.832331613,1.003401681,1.223356856,1.487385447,2.435393315,3.296504166,3.795686858,1.774270525,1.159144077,1.004604992,1.629823494,1.181246738,2.39533211,2.932207418,2.519213025,1.147357159,1.763194815,1.733266829,1.657174474,1.899919458,1.632132034,2.889735414,2.513675335,1.920590511,1.156106434,1.577592609,0.744724422,2.20240325,1.600038677
Not classified,INX,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.423602607,0.420549638,0.399808029,0.4331816,0.550248386,0.380664816,0.32172916,0.371321546,0.387881619,0.449501715,0.563232779,0.561849998,0.483058154,0.426945671,0.46264486,0.343167932,0.579469467,0.876450809,0.895047361,1.071999065,1.120541002,0.719085149,0.661421527,0.745215021,0.808875604,1.022405321,1.109551905,1.403532685,2.408970994,3.683779234,4.75064434,2.54418348,2.066803288,1.630033013,2.014299228,3.154005013,4.057862966,5.366710538,3.544232094,1.761013981,2.243305171,2.775619416,2.183550012,2.356542177,1.908892029,3.535284454,3.87636095,2.668459736,0.317790718,1.891942174,0.866835447,1.873477664,1.404843446
Other small states,OSS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,6.589920636,3.04858007,0.952616812,0.752203234,1.640703382,2.522604077,0.724657324,1.00737638,1.53456992,1.793939559,-0.350006074,1.1683281,1.074640895,1.026245704,1.111832658,1.168982196,1.004676246,1.022239114,1.503888689,1.113629832,1.209930977,2.107502068,2.725642316,-0.438921088,1.375427051,3.356189186,6.001795149,3.834210312,4.695083305,4.914082371,5.121742366,4.525553023,3.44756324,5.003993117,9.691081386,19.53307812,19.77651444,22.88180897,12.40017712,30.05286454,16.93265434,14.9790902,20.44085892,8.205551852,13.92832885,10.2464299,4.236371288,4.835853008,1.602308417,14.67634269,-4.156263664,-3.383989235,4.931542844
Pacific island small states,PSS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.910698644,2.125543315,2.376398179,3.407986247,2.215738515,2.774135775,1.512766413,2.547925944,1.71291234,1.344811041,2.707770408,2.643952719,2.605350441,2.281978389,1.904192171,1.699771314,0.746232333,2.379984032,2.575505473,2.906339147,0.008163497,0.170795153,3.654697082,2.063513777,0.222263067,0.479494151,-0.916702612,0.705794448,1.828258407,-3.827215625,1.12233511,1.880748117,1.648608368,1.622865854,6.200408091,4.022748911,13.72430478,10.40340008,13.61386643,7.070663629,6.062207272,5.535113064,5.230881149,5.082394186,5.677445677,3.819537514,6.050177682,5.369842258,6.133743424,4.434056691,3.679268602,5.840259937,1.661128966
Post-demographic dividend,PST,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.421710732,0.422724083,0.410808266,0.445858286,0.563063708,0.388261581,0.322047024,0.38179796,0.390480395,0.457127959,0.573974503,0.582334684,0.496901037,0.428538554,0.477067497,0.324909536,0.588492786,0.92600084,0.936329821,1.08740649,1.169722864,0.726324647,0.664733129,0.778797127,0.825966072,1.041889916,1.129513105,1.435850795,2.443895717,3.816730859,5.046497648,2.639023826,1.985989962,1.651130515,2.145243484,3.244864725,4.295010138,5.679903934,3.748748175,1.775867217,2.455231532,3.014212209,2.302607802,2.439187832,2.031816523,3.557022312,4.105330491,3.025292386,0.359519702,2.254091351,1.041535474,2.126516911,1.679651676
Pre-demographic dividend,PRE,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.977800256,1.336483701,1.24458432,1.292317463,0.669531002,0.775358032,0.637264404,0.665353482,0.565396852,0.553919224,-0.069084601,0.317587858,0.36669987,0.403000964,0.212986338,0.661531997,0.208719012,0.574865511,0.335038411,1.028042589,0.182043309,0.79335723,0.894101767,1.57342815,1.543437375,0.762554045,0.716407391,0.74672469,1.016762474,3.103726049,1.705169788,2.830551106,2.780547634,3.913225722,2.598365459,2.365291297,2.055880264,2.468339461,2.566782783,2.85967705,2.442646027,2.670407689,2.748357331,1.583381606,1.231972205,2.033631975,0.943528136,0.78392745,0.621629726,0.695200727,0.847699513,1.196995156,0.670716775
Small states,SST,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,8.636846161,6.643768649,4.411434563,3.505819776,3.072755183,2.506398209,1.267696469,1.056354251,1.361966201,1.45609533,0.551411562,1.782824334,1.33688093,1.199345789,1.005706119,0.88268117,0.616434148,0.933707814,1.204185696,1.029529414,1.402414507,2.256131723,2.872745802,0.63795927,2.109300489,3.352856365,5.140267584,4.292371481,4.763087625,4.741471384,4.973021725,4.7984,4.02771813,5.126596409,8.742420593,16.48133823,16.96260224,19.52732957,11.87668393,25.25682708,14.60570201,13.07595745,17.26176971,7.132142675,12.3447451,9.057723964,4.242890362,4.500590769,1.994127858,13.06905833,-2.563500296,-2.211709297,5.086293322
South Asia,SAS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.089404128,0.060096535,0.038293245,0.035058475,0.051554882,0.012305869,0.004442372,-0.009899779,0.034705763,0.074673553,0.085579049,0.10098892,0.079139675,0.026785547,0.039717119,0.08784393,0.084019898,0.118597366,0.087887194,0.129761295,0.13383222,0.108585811,0.195174807,0.294341162,0.368028001,0.614584377,0.672886194,0.89452599,0.639544829,0.516916708,0.678480383,0.879514527,0.913835827,0.59396221,0.794145961,1.012220127,2.092220147,2.114163741,3.280096689,2.319677642,1.522352093,1.771877705,1.193446022,1.402890282,1.542271121,1.818935282,1.691610739,1.349301809,1.376767952,1.549366353,1.975861857,1.23206528,1.246763589
South Asia (IDA & IBRD),TSA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.089404128,0.060096535,0.038293245,0.035058475,0.051554882,0.012305869,0.004442372,-0.009899779,0.034705763,0.074673553,0.085579049,0.10098892,0.079139675,0.026785547,0.039717119,0.08784393,0.084019898,0.118597366,0.087887194,0.129761295,0.13383222,0.108585811,0.195174807,0.294341162,0.368028001,0.614584377,0.672886194,0.89452599,0.639544829,0.516916708,0.678480383,0.879514527,0.913835827,0.59396221,0.794145961,1.012220127,2.092220147,2.114163741,3.280096689,2.319677642,1.522352093,1.771877705,1.193446022,1.402890282,1.542271121,1.818935282,1.691610739,1.349301809,1.376767952,1.549366353,1.975861857,1.23206528,1.246763589
Sub-Saharan Africa,SSF,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.382517161,1.383703146,1.027012568,0.872092701,1.225083917,0.92451437,0.54963547,0.471611814,0.434692628,0.31484903,0.026239476,0.328670754,0.444738681,0.36414479,0.3619804,0.40897364,0.24835412,0.461218734,0.397408051,0.742538597,0.253625198,0.535212427,0.52807169,0.737682657,0.96978336,0.770792835,0.652115345,1.304595814,1.05285033,2.133820962,1.644117801,3.848944616,2.489834274,2.512440742,1.849973364,2.414103209,1.70318958,2.608545338,3.070427729,3.005859673,2.261348478,2.567853438,2.656147623,2.236462603,2.32933187,2.612355784,1.938870636,1.622819023,1.631848836,1.502710194,1.382772491,3.644837972,1.48948288
Sub-Saharan Africa (excluding high income),SSA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.378928522,1.380829336,1.025343709,0.865207971,1.223926829,0.92091622,0.544825831,0.46666441,0.430742098,0.310972946,0.022380528,0.325990714,0.441866231,0.361153128,0.358467815,0.404437156,0.242898253,0.454816103,0.390206522,0.73609694,0.248357154,0.530671449,0.526219651,0.733468027,0.962766634,0.761857473,0.647254117,1.296285761,1.044454796,2.123354044,1.640865413,3.839135303,2.483126871,2.505237875,1.846822919,2.407054747,1.690445074,2.595241399,3.058541832,2.994113835,2.251826191,2.56074366,2.621943678,2.23493975,2.325324939,2.608257701,1.936326122,1.612709836,1.616099381,1.489947638,1.379041894,3.641479786,1.480296616
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.382517161,1.383703146,1.027012568,0.872092701,1.225083917,0.92451437,0.54963547,0.471611814,0.434692628,0.31484903,0.026239476,0.328670754,0.444738681,0.36414479,0.3619804,0.40897364,0.24835412,0.461218734,0.397408051,0.742538597,0.253625198,0.535212427,0.52807169,0.737682657,0.96978336,0.770792835,0.652115345,1.304595814,1.05285033,2.133820962,1.644117801,3.848944616,2.489834274,2.512440742,1.849973364,2.414103209,1.70318958,2.608545338,3.070427729,3.005859673,2.261348478,2.567853438,2.656147623,2.236462603,2.32933187,2.612355784,1.938870636,1.622819023,1.631848836,1.502710194,1.382772491,3.644837972,1.48948288
Upper middle income,UMC,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,0.304864437,0.440563592,0.598174912,0.560701877,0.587984887,0.526079293,0.64579134,0.694743357,0.617302001,0.867101885,0.789970123,0.795379932,1.098472082,1.260616168,1.578365652,2.055477137,2.104506996,2.408697517,2.881023372,2.954139021,3.391124323,2.739218197,2.976209022,2.666230657,2.490099029,2.907748695,3.313285815,3.468284913,3.997728255,3.660294221,2.507174035,3.374429103,3.275487219,2.819547631,2.975090891,2.390433107,2.297231092,2.067450136,1.819295052,1.948911666,1.732860883,1.689303921,2.22594358,1.384129922
World,WLD,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.476213287,0.465038991,0.416889251,0.462346409,0.488505866,0.476918826,0.318251741,0.393393665,0.416436309,0.432040475,0.499142955,0.619692767,0.588110835,0.468967573,0.499746887,0.356914367,0.5741656,0.849459511,0.892136116,1.024517905,1.084688001,0.762588196,0.735335746,0.892188398,0.99845772,1.169716161,1.310845843,1.667214693,2.477790668,3.651153058,4.600974731,2.655495285,2.135819333,1.857385949,2.224763127,3.275304659,4.245884332,5.317232915,3.785541598,2.316147089,2.836687133,3.150515414,2.653640236,2.674286807,2.383718694,3.602355392,3.520991196,2.663439239,0.98922748,2.079407367,1.365878933,2.239983954,1.69917159
Afghanistan,AFG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.013151224,0.024575271,0.009401115,0.015576924,,,0.001565217,-0.008126411,,0.032450496,0.247135743,0.005174216,,,,,,,,,,,,,,,,,,,,,1.306949882,1.278493241,3.577104201,4.368673134,3.413772948,1.93570173,0.455360449,0.451889149,1.203117994,0.293025177,0.285440892,0.239801183,0.209664794,0.884000459,0.516606084,0.274796791,0.661572216,0.124495986,0.064993957,0.144401058,
Albania,ALB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3.066661599,4.893212106,2.817723791,2.925485967,2.815941076,2.103152805,1.767895793,1.282641334,4.108775955,5.285432754,3.104827074,3.172708178,4.750174509,3.259767692,3.654851343,6.108979662,9.682070855,11.17064325,9.138131244,8.135336135,7.451354955,9.816284582,8.693038722,8.690533943,8.805091978,7.855448267,7.9463557,7.797920484,7.055092209,6.796140804,7.619755885
Algeria,DZA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.64736418,0.011817577,0.613145706,0.58567784,2.710094467,0.764884586,1.054814184,0.850904441,0.512629547,0.077285262,0.823384606,0.029780562,-0.118497123,0.000855798,0.001494768,0.000686577,0.008347246,0.005560705,0.022031474,0.021733994,0.000539762,0.025458852,0.06249592,2.00218E-06,2.35055E-06,2.39439E-06,0.575183341,0.539669753,1.258825318,0.5994983,0.511220957,2.033266386,1.876239118,0.939901028,1.036824406,1.120174442,1.573137475,1.249646612,1.543038734,2.001975542,1.42696331,1.285534317,0.71769303,0.806601359,0.702589361,-0.32401219,1.023696078,0.723259983,0.838208409,0.804144058,0.784884281,0.531680715,0.03856288
American Samoa,ASM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,0.630595481,0.883175193,2.08522975,1.802577332,1.094346872,3.677923446,3.306582131,1.471082847,1.492857712,1.959262521,-2.979634931,6.388692857,3.466080905,4.96492102,3.837036558,8.52948884,2.762769546,5.363359879,17.12119116,40.16725097,9.623866313,24.00907534,11.40619182,20.08101439,9.32923924,-3.526657165,-0.072000996,-1.368762391,1.896313901,3.13666067,-3.851111514,-2.704873236,-1.143767784,-5.380131009,2.690005655,11.08133901,-0.340242829,-10.03837677,-8.125891112,-5.780813144,-3.848263985,-6.548542275,-6.179510616
Antigua and Barbuda,ATG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,2.838828589,-7.851674675,7.792447419,14.91276489,15.1513374,13.99288246,2.745079414,2.111599509,6.475072997,7.781293571,11.44696733,8.266114709,9.824047262,13.19071072,11.37466266,3.93528478,2.847809989,4.205572242,5.454043858,3.053644795,3.371116686,3.128911776,6.759662403,5.217506275,12.29912553,8.08774098,19.42104893,8.73806634,21.60032983,30.9952184,25.76289072,11.58946123,6.565554607,8.416401826,5.085359621,9.748053411,10.13176195,3.355244191,7.93074036,6.5404082,9.879596726,12.31446754,7.433324076,5.472762831,15.27324512,10.48600268
Argentina,ARG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,0.168965202,0.237192131,1.039396795,0.540419267,-0.017426486,0.903661919,1.341517147,1.298879041,1.285578854,1.936794516,1.179802812,1.411953029,2.17392759,2.553203406,3.127877939,2.438768962,8.460582171,3.665790595,0.806164135,2.198958195,1.294810869,2.505017516,2.649354415,2.381068545,2.251294236,2.689900965,1.206439226,2.675161719,2.044659979,2.8066719,1.779205536,0.96240665,1.977134618,0.584748941,1.789365041,2.232531577,1.485006876,1.266169243,1.414798897,2.441377239
Armenia,ARM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.188555394,0.066593811,0.608291637,1.724422757,1.100209246,3.168053635,12.27077974,6.612580809,5.450433156,3.298067417,4.659499749,4.376570097,6.909902013,5.960106873,7.307314505,7.252332316,8.092349209,8.788694214,5.716037341,6.440668056,4.676727598,3.111931854,3.502114155,1.744737018,3.165367278,2.192573377,2.142047834,0.736361517,0.463408851,2.640302812,5.114698655
Aruba,ABW,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.223058133,2.055485928,0.186907631,17.06355004,21.18513773,-3.857808858,-1.655492522,-5.874439462,-0.418781726,6.16194332,12.91393144,6.81314995,27.13683528,-6.828727173,-14.07505557,16.94905601,7.816428712,-4.687638978,-8.804935635,8.920466621,-17.5903165,0.664175811,-0.415637599,7.611672202,18.50578004,-12.03318022,8.298528585,8.979992477,-0.971203412,0.923412744,5.253590264,4.148764495,-2.215282568,6.294367982,4.303486896,7.000585026
Australia,AUS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.160804751,2.554718516,2.025358749,0.211558529,1.492436873,0.461474584,0.996878033,1.03400194,1.415167946,1.104523037,1.244269462,1.326533912,1.178283142,1.687280048,0.221296356,1.161790436,2.942729062,2.739247416,3.589342487,2.675533165,2.715870218,0.801329289,1.518164807,1.702003663,1.38118025,3.604046631,1.137173235,1.856583533,1.900950002,0.567408043,3.578599219,2.823052147,3.703067305,1.920995362,6.980716853,-3.606927925,4.082092962,5.197626008,4.276062198,3.088332895,3.064760561,4.686839826,3.718568987,3.453079092,4.303610751,3.468995847,3.558312746,3.632471495,4.244560356,2.793453683,1.150599512,1.592959561,3.964597465
Austria,AUT,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.732777983,0.799227882,0.659123093,0.544663569,0.503135898,0.197482692,0.212360453,0.187813706,0.229467874,0.253498583,0.291619754,0.461073495,0.291714011,0.299662997,0.16950712,0.243804294,0.185185793,0.318512007,0.33405512,0.437230959,0.392278455,0.207141576,0.761498882,0.590980025,1.019884108,0.757178582,1.822337535,1.254274377,2.094684188,1.369102304,4.308900395,2.880598393,0.064528798,2.362045255,1.056085516,25.65582783,3.12253335,17.69484601,1.458422741,3.559366135,-5.610176315,5.324236737,1.274693933,0.104862186,0.386858115,-2.088056539,-7.310916958,3.23990498,-6.287101585,-2.787705712,-2.681704651,2.571817365,-0.2991682
Azerbaijan,AZE,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000636783,1.843872431,13.65348699,19.74738056,28.13569005,23.0067972,11.13925587,2.46437455,14.35939227,32.46549896,55.07287666,54.36505091,33.79579783,21.38014047,13.9011035,8.161108317,6.547462364,6.337255133,6.80050012,7.596518679,3.532115987,5.888461767,7.626068377,11.88281715,7.016695984,2.977975891,3.121830561,1.187903872,-3.114734473,-5.683969534
"Bahamas, The",BHS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,14.91763483,9.532612469,15.3037739,15.24072142,22.68184693,2.948674925,2.273789129,4.403927069,-0.132148006,0.842252953,0.307047106,2.41149667,0.17740607,-0.346260388,-0.240066631,-1.301331551,-0.533872599,0.39793664,1.302388303,0.829523187,-0.536955148,-0.041785058,0.009649405,0.882923674,0.724148512,3.117526976,2.432806872,3.316299136,2.149791753,1.943031311,3.098507145,1.230729649,1.720383373,2.144284895,3.021438297,5.727971168,6.947601367,6.718093412,8.171729024,6.651599485,8.636992163,6.619575093,4.908128428,3.677091049,2.289585494,0.651731144,3.3223273,2.485718963,3.883516859,3.692781873,4.455331841,3.323022825,9.729340122
Bahrain,BHR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,-13.60487852,0.119671754,0.780566095,1.716035322,3.602315292,2.774743282,-1.0455694,-1.058491537,5.998132318,4.680938941,2.169265594,13.41821743,18.28257949,-5.288191223,3.740326911,7.361126807,33.56601753,5.186228818,2.902019672,6.852999957,4.011545582,0.895243944,2.261808944,4.665543678,6.580210025,6.566594458,15.75086501,8.08243219,6.977577827,1.12105291,0.605800046,2.71349353,5.023465326,11.45597327,4.548430831,0.20899286,0.754928694,1.462722688,0.294085491,4.005188622,2.950114527,4.528469715,4.396540773
Bangladesh,BGD,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,0.001431242,0.028936308,0.017582473,0.00793555,0.053572593,0.072322993,0.057974213,-0.051460024,0.046917945,0.026469536,0.037570041,0.002294153,-0.002924127,-0.029894396,0.011189931,0.013190726,0.006916145,0.000861339,0.010249846,0.004491464,0.011737576,0.042361655,0.033012231,0.004998378,0.029134955,0.288896568,0.380236167,0.350304291,0.525362089,0.145443905,0.095579368,0.445960783,0.689472336,1.17120896,0.635657188,0.817754424,1.449748396,0.879494645,1.068934861,0.983166189,1.188102219,1.735417628,1.468713066,1.451288431,0.879488964,0.616294923,0.753510738,0.54323371,0.407944155,0.414124966,0.337983624
Barbados,BRB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,0.768958542,1.116208676,1.582317434,0.992531437,1.625477453,4.520763343,2.894454322,3.347679161,3.01995707,1.306616854,2.67282392,0.344084832,0.500725185,0.416576138,1.433142785,0.432814011,0.557283807,0.367464176,0.738375064,0.455674015,0.601949041,2.877965523,0.670002532,1.128869605,1.035130214,1.610513839,2.408790453,2.995741069,7.350499076,5.754830615,6.62895921,10.212368,8.115508144,10.19265248,12.85456109,7.972416417,9.386961645,9.869275328,11.44479479,2.221499102,16.01001521,14.54427426,11.51075333,1.832460653,4.727684554,4.032317848,5.530936102,4.849283263,3.508802709
Belarus,BLR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076086957,0.107208122,0.070224245,0.105222276,0.708145893,2.488219611,1.334966767,3.657860508,0.932731787,0.775405865,1.693057054,0.963790821,0.707817258,1.014892645,0.966130137,3.991764945,3.601356614,3.688584963,2.434656004,6.480319977,2.228180192,2.973881363,2.362560245,2.92676157,2.612756432,2.332193606,2.376265379,1.976863176,2.270099645,1.766406879,2.215893841
Belgium,BEL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.175757114,1.435198353,1.037371775,1.505954653,2.029158567,1.453450549,1.225906902,1.539028796,1.418122729,0.97156477,1.217999173,1.323832479,1.598528905,1.479281134,0.467153203,1.218860737,0.608121459,1.576310715,3.211644354,4.274890291,3.918892271,4.447539571,4.806934393,4.783692639,3.476574826,3.711024447,5.03718761,4.74788988,8.776794077,46.34845715,37.4753123,37.25646948,7.01242444,10.86487449,12.05211067,8.727177202,14.40787139,20.50267401,36.80292045,16.00700292,26.066982,31.26598335,2.380369601,-5.680612374,-2.840147495,-4.220796953,12.08629548,-7.416757538,-7.657179957,-3.98979365,-4.626297033,4.001141879,1.678501505
Belize,BLZ,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,13.29211489,5.653859645,,,,,,,1.467351431,-0.032938076,,-1.01994058,,,-1.725891577,1.739999472,1.985854495,2.437006421,4.373723962,5.052367303,3.151993725,2.28580765,2.249053338,1.226635976,1.996947937,2.578103618,1.954715498,1.372779171,1.904914532,5.885356535,2.605373499,5.2370023,2.053222128,-0.838185346,7.996718515,8.644131422,6.869589663,8.261096753,9.796543505,6.472899884,5.546059716,5.242294419,10.22379976,4.562749684,6.6394678,2.693715457,1.460925883,1.404337124,5.322850709,3.934579258,3.721335088,5.175978632,4.718463528
Benin,BEN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.008226454,0.835638703,1.169784851,0.693926651,-0.422446551,0.279190961,0.351140008,0.416775214,0.081107268,0.300788216,0.307173113,0.161898101,-0.000960154,0.000958313,0.001088613,-0.00860657,0.082329042,0.00640036,-1.336959868,-0.074450533,-0.150760018,0.019825556,0.056291442,-0.951216876,-0.444751624,-0.35666864,-0.620945815,0.537109663,0.46002921,0.253298447,-0.363490759,0.456588184,-0.462423415,0.198870349,-0.658688596,-0.133820369,-0.175764668,1.703869735,0.49256299,-0.193121765,0.561144748,1.508440505,2.527057773,2.878637471,3.054209933,1.315011821,1.11488131,1.581704951,1.360735733,1.516310804,1.109344141,1.956086611,1.532484718
Bermuda,BMU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.183158775,3.280366226,1.819859206,1.922292821,1.135720499,0.137152332,0.308131446,18.54303395,0.897674182,-1.435058594,9.120047167,2.457444723,-1.062917926,3.356840803,-4.084882161,0.74651445,0.849151218,-0.053405783,-2.150326914,-1.061083159,-4.033835397,1.320463261,0.059134468,6.918947479,0.696987483,-0.435904231
Bhutan,BTN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55600923,0.249693827,,,,0.017212238,0.461424321,-0.198734303,,0.263021614,,,0.46566764,0.557998347,1.298008379,0.779342922,0.699745592,6.321603212,0.256065913,1.482940261,4.862690631,1.752381395,1.368716377,1.163504413,1.234075325,0.321968658,0.550454751,-0.638806341,0.102559427,0.47561707,-0.113401542,0.245054299,
